timestamp,location_name,requests,drivers,weather,event,base_fare,actual_price_paid
2025-10-23 16:42:54,Mall,69,48,Rainy,None,143,198.77
2025-11-02 01:22:54,City Center,102,102,Clear,None,149,149.0
2025-11-22 00:01:54,City Center,149,120,Rainy,None,125,154.17
2025-11-08 05:10:54,City Center,108,72,Clear,None,124,153.76
2025-11-13 21:36:54,Airport,102,67,Clear,None,127,159.75
2025-10-26 09:50:54,Mall,93,99,Clear,Conference,112,112.0
2025-11-06 05:31:54,Tech Park,46,49,Foggy,None,117,117.0
2025-11-14 05:13:54,Tech Park,40,24,Clear,None,114,156.56
2025-11-09 00:13:54,Suburbs,57,42,Clear,None,148,166.61
2025-11-14 03:27:54,City Center,84,73,Clear,None,102,102.0
2025-11-08 07:29:54,Tech Park,57,54,Clear,None,143,143.0
2025-10-29 07:51:54,Tech Park,67,48,Foggy,None,115,133.02
2025-11-11 21:21:54,Tech Park,115,102,Clear,Sports,147,147.0
2025-11-12 04:48:54,Airport,72,74,Cloudy,None,101,101.0
2025-11-08 16:48:54,Tech Park,52,55,Clear,None,141,141.0
2025-11-09 16:48:54,Suburbs,57,38,Clear,None,112,138.88
2025-11-03 04:19:54,Airport,78,54,Clear,None,141,168.57
2025-10-27 23:32:54,Suburbs,45,38,Clear,None,109,109.0
2025-11-08 20:21:54,City Center,205,170,Rainy,None,133,160.23
2025-11-12 23:41:54,City Center,84,77,Clear,None,109,109.0
2025-10-29 23:17:54,Suburbs,54,46,Clear,None,138,138.0
2025-11-15 04:13:54,City Center,99,113,Clear,None,144,144.0
2025-11-01 04:00:54,City Center,91,73,Foggy,None,103,106.84
2025-10-28 06:21:54,Tech Park,73,55,Rainy,None,102,132.79
2025-11-20 21:44:54,Suburbs,76,66,Clear,None,107,107.0
2025-10-24 01:38:54,Suburbs,54,49,Cloudy,None,129,129.0
2025-11-15 19:17:54,Tech Park,175,207,Clear,None,104,104.0
2025-11-21 07:20:54,City Center,104,92,Rainy,None,115,138.0
2025-10-31 00:56:54,Tech Park,65,42,Rainy,None,120,177.37
2025-11-17 07:42:54,Mall,48,46,Clear,None,105,105.0
2025-11-04 23:43:54,Tech Park,48,40,Clear,None,137,137.0
2025-11-10 02:06:54,Airport,105,60,Rainy,None,113,185.32
2025-10-29 08:21:54,Suburbs,51,48,Clear,None,132,132.0
2025-10-29 08:43:54,Suburbs,61,40,Rainy,None,124,181.04
2025-10-27 14:49:54,Suburbs,49,44,Clear,None,117,117.0
2025-11-17 02:19:54,Airport,74,47,Clear,None,118,153.35
2025-11-22 09:50:54,Suburbs,76,90,Clear,Conference,118,118.0
2025-11-13 07:11:54,City Center,101,78,Rainy,None,103,131.42
2025-11-16 12:03:54,City Center,85,94,Clear,None,149,149.0
2025-11-03 07:39:54,Tech Park,47,41,Clear,None,106,106.0
2025-10-30 12:33:54,Suburbs,41,44,Cloudy,None,120,120.0
2025-11-08 16:54:54,Airport,79,77,Clear,None,117,117.0
2025-10-24 01:48:54,Suburbs,49,32,Clear,None,125,158.13
2025-10-31 01:46:54,City Center,79,66,Clear,None,137,137.0
2025-11-14 01:48:54,Tech Park,49,54,Clear,None,139,139.0
2025-11-10 05:21:54,Tech Park,49,55,Clear,None,122,122.0
2025-11-10 06:28:54,Tech Park,78,48,Clear,Conference,122,163.48
2025-11-17 18:21:54,City Center,115,93,Clear,None,114,117.33
2025-11-19 01:35:54,Airport,57,60,Clear,None,109,109.0
2025-11-22 03:30:54,City Center,105,124,Clear,None,114,114.0
2025-11-10 08:15:54,City Center,116,57,Rainy,None,149,278.34
2025-11-16 21:21:54,City Center,143,130,Clear,None,131,131.0
2025-11-13 09:18:54,City Center,118,101,Clear,Sports,124,124.0
2025-10-31 20:46:54,Mall,79,86,Clear,None,138,138.0
2025-10-31 01:33:54,City Center,87,61,Clear,None,131,154.71
2025-11-12 16:44:54,Suburbs,58,39,Cloudy,Sports,114,140.19
2025-11-09 20:55:54,Mall,85,89,Clear,None,132,132.0
2025-10-29 15:43:54,City Center,92,97,Clear,None,146,146.0
2025-11-08 08:20:54,Suburbs,48,51,Clear,None,142,142.0
2025-10-25 08:37:54,Suburbs,75,64,Rainy,None,135,162.0
2025-11-05 19:50:54,Tech Park,159,160,Foggy,None,115,115.0
2025-11-16 14:23:54,Tech Park,50,49,Clear,None,109,109.0
2025-10-24 07:30:54,Suburbs,54,52,Clear,None,103,103.0
2025-11-16 02:45:54,Suburbs,60,39,Clear,None,103,130.89
2025-11-18 02:44:54,Airport,91,64,Rainy,None,145,199.74
2025-11-01 10:10:54,Airport,175,127,Rainy,Conference,144,193.3
2025-11-13 00:48:54,City Center,108,92,Rainy,None,146,175.2
2025-11-03 20:21:54,Mall,109,58,Rainy,None,105,183.06
2025-11-13 14:51:54,Tech Park,52,42,Clear,None,149,153.54
2025-11-12 05:49:54,Suburbs,63,39,Clear,None,134,178.53
2025-10-27 02:14:54,Tech Park,57,50,Foggy,None,105,105.0
2025-11-10 19:18:54,City Center,166,140,Rainy,None,145,174.0
2025-10-28 20:08:54,City Center,200,100,Rainy,None,129,237.36
2025-10-30 05:54:54,City Center,119,125,Clear,Concert,141,141.0
2025-10-29 02:13:54,Tech Park,30,34,Clear,None,120,120.0
2025-11-04 11:10:54,Suburbs,64,54,Clear,None,113,113.0
2025-10-27 09:09:54,Suburbs,55,44,Cloudy,None,124,128.96
2025-11-12 18:52:54,Mall,81,52,Clear,None,121,155.62
2025-11-06 02:43:54,Suburbs,48,51,Cloudy,None,148,148.0
2025-11-07 04:45:54,Airport,68,67,Clear,None,101,101.0
2025-10-23 16:14:54,Tech Park,45,30,Clear,None,109,135.16
2025-11-04 09:51:54,City Center,104,66,Rainy,None,145,217.59
2025-11-01 18:08:54,Suburbs,82,97,Clear,None,125,125.0
2025-11-12 19:55:54,Suburbs,69,74,Clear,None,138,138.0
2025-11-10 22:27:54,Tech Park,69,63,Clear,None,123,123.0
2025-11-15 16:40:54,Tech Park,63,71,Clear,None,117,117.0
2025-10-28 10:48:54,Airport,86,48,Rainy,None,136,227.57
2025-11-04 11:08:54,City Center,65,70,Clear,None,145,145.0
2025-11-20 08:28:54,Mall,55,65,Clear,None,130,130.0
2025-11-10 18:47:54,City Center,121,137,Clear,None,104,104.0
2025-11-15 12:31:54,City Center,97,76,Foggy,None,110,116.72
2025-11-07 20:30:54,Tech Park,75,60,Clear,None,125,130.0
2025-10-26 10:36:54,Tech Park,111,89,Foggy,None,146,151.51
2025-11-12 18:06:54,Tech Park,204,144,Rainy,None,114,156.56
2025-11-15 05:59:54,Airport,79,50,Clear,None,138,179.95
2025-10-31 00:50:54,Tech Park,45,45,Clear,None,124,124.0
2025-11-18 13:53:54,City Center,87,86,Clear,None,117,117.0
2025-11-07 06:42:54,Airport,69,77,Clear,None,107,107.0
2025-11-03 01:14:54,Suburbs,48,50,Cloudy,None,125,125.0
2025-11-16 13:55:54,City Center,231,203,Rainy,Conference,144,172.8
2025-11-12 07:22:54,Tech Park,45,30,Clear,None,137,169.88
2025-11-16 09:05:54,Suburbs,55,42,Clear,None,113,122.9
2025-11-15 09:25:54,City Center,101,114,Cloudy,None,115,115.0
2025-11-17 02:49:54,Tech Park,45,42,Clear,None,120,120.0
2025-11-02 01:32:54,Tech Park,48,48,Clear,None,116,116.0
2025-11-07 03:58:54,Tech Park,48,41,Clear,None,146,146.0
2025-11-22 08:53:54,Suburbs,77,82,Clear,None,103,103.0
2025-11-05 06:27:54,Suburbs,50,58,Clear,None,133,133.0
2025-10-31 09:07:54,Mall,60,37,Clear,None,105,140.42
2025-11-21 13:26:54,Mall,49,47,Clear,None,113,113.0
2025-10-27 08:47:54,Suburbs,51,32,Clear,None,107,140.7
2025-11-18 14:15:54,Tech Park,49,41,Clear,None,140,140.0
2025-10-27 09:40:54,City Center,107,96,Rainy,None,112,134.4
2025-11-08 00:44:54,Tech Park,55,46,Cloudy,None,111,111.0
2025-11-01 11:00:54,Airport,78,91,Clear,None,104,104.0
2025-11-18 13:40:54,Tech Park,58,65,Clear,None,117,117.0
2025-10-26 09:50:54,Airport,69,64,Foggy,None,148,148.0
2025-11-18 00:13:54,Suburbs,48,47,Clear,None,110,110.0
2025-10-29 22:18:54,Airport,81,54,Cloudy,None,101,125.24
2025-11-16 11:53:54,City Center,90,85,Clear,None,125,125.0
2025-11-19 04:01:54,City Center,86,95,Clear,None,142,142.0
2025-11-17 05:03:54,City Center,82,68,Clear,None,102,102.48
2025-11-01 23:04:54,Suburbs,97,63,Rainy,None,135,198.69
2025-11-06 18:21:54,Suburbs,79,83,Clear,None,146,146.0
2025-10-27 17:03:54,City Center,162,109,Rainy,None,148,211.49
2025-10-31 07:57:54,Airport,97,52,Rainy,None,104,180.16
2025-10-28 12:26:54,City Center,124,76,Clear,Conference,126,169.5
2025-11-10 13:10:54,Suburbs,50,55,Clear,None,136,136.0
2025-10-27 23:50:54,Suburbs,38,26,Clear,None,116,140.27
2025-11-18 00:12:54,Suburbs,51,53,Clear,None,122,122.0
2025-10-30 06:06:54,City Center,76,89,Clear,None,138,138.0
2025-10-30 08:31:54,City Center,114,82,Clear,Conference,116,133.65
2025-11-06 04:31:54,Tech Park,73,48,Rainy,None,127,185.0
2025-11-02 22:09:54,Suburbs,65,72,Clear,None,120,120.0
2025-11-10 17:23:54,City Center,152,144,Rainy,None,143,171.6
2025-11-13 02:52:54,Suburbs,50,43,Clear,None,126,126.0
2025-11-01 15:08:54,Suburbs,68,64,Clear,None,144,144.0
2025-11-06 03:40:54,Mall,53,39,Clear,None,137,154.42
2025-11-07 18:23:54,Suburbs,91,80,Clear,None,128,128.0
2025-10-27 16:02:54,Tech Park,65,56,Rainy,None,123,147.6
2025-11-03 15:43:54,City Center,90,54,Cloudy,None,100,137.33
2025-10-25 22:40:54,Tech Park,91,72,Rainy,None,100,125.11
2025-11-06 14:08:54,Tech Park,55,55,Clear,None,130,130.0
2025-10-24 13:38:54,Suburbs,52,31,Clear,None,118,163.07
2025-11-19 00:07:54,Tech Park,80,56,Rainy,None,101,139.67
2025-10-30 19:07:54,City Center,113,85,Foggy,None,128,141.25
2025-11-09 02:59:54,Suburbs,57,38,Clear,None,116,143.84
2025-11-04 02:43:54,Suburbs,53,53,Clear,None,113,113.0
2025-11-14 18:38:54,Tech Park,152,104,Foggy,None,122,147.53
2025-10-27 11:42:54,Suburbs,58,44,Clear,None,148,161.99
2025-11-09 08:59:54,City Center,102,116,Clear,None,123,123.0
2025-11-02 09:24:54,City Center,91,74,Clear,None,118,120.81
2025-10-27 15:10:54,Suburbs,68,44,Rainy,None,111,163.88
2025-11-15 03:18:54,City Center,168,114,Clear,Sports,120,146.27
2025-11-01 01:37:54,Tech Park,50,58,Clear,None,108,108.0
2025-11-01 12:17:54,Suburbs,117,77,Rainy,Conference,140,203.78
2025-10-24 13:35:54,Suburbs,47,49,Clear,None,117,117.0
2025-11-11 14:41:54,Tech Park,53,59,Foggy,None,132,132.0
2025-11-11 21:04:54,Airport,132,109,Rainy,None,127,153.52
2025-11-06 05:21:54,Airport,56,56,Clear,None,148,148.0
2025-10-26 12:50:54,Tech Park,64,73,Clear,None,101,101.0
2025-11-22 10:42:54,Tech Park,128,146,Cloudy,None,123,123.0
2025-11-01 12:25:54,Suburbs,64,68,Cloudy,None,146,146.0
2025-10-31 01:01:54,Suburbs,57,43,Cloudy,None,131,144.16
2025-11-13 17:48:54,City Center,162,77,Rainy,None,142,273.08
2025-11-07 04:00:54,Suburbs,51,49,Foggy,None,107,107.0
2025-10-31 11:05:54,Suburbs,44,39,Clear,None,114,114.0
2025-11-19 00:08:54,Suburbs,98,117,Clear,Festival,149,149.0
2025-11-04 03:33:54,City Center,128,80,Rainy,None,118,179.36
2025-11-08 10:31:54,Mall,85,92,Clear,Concert,146,146.0
2025-11-08 15:28:54,Suburbs,66,52,Rainy,None,149,187.05
2025-10-27 17:36:54,City Center,113,91,Clear,None,120,124.01
2025-11-11 09:53:54,Airport,71,62,Cloudy,None,102,102.0
2025-11-18 21:30:54,Tech Park,79,94,Clear,None,149,149.0
2025-11-22 03:03:54,Suburbs,88,59,Rainy,None,125,179.15
2025-10-31 00:42:54,Suburbs,52,50,Clear,None,125,125.0
2025-10-24 00:56:54,Tech Park,103,122,Cloudy,Festival,107,107.0
2025-11-06 05:13:54,Tech Park,63,53,Rainy,None,119,142.8
2025-11-12 05:24:54,Tech Park,58,47,Foggy,None,127,130.46
2025-11-18 03:34:54,Tech Park,42,45,Clear,None,121,121.0
2025-11-11 12:33:54,City Center,101,91,Clear,None,106,106.0
2025-11-06 15:25:54,Airport,53,40,Clear,None,116,127.6
2025-11-21 03:12:54,Suburbs,55,64,Clear,None,121,121.0
2025-11-16 14:17:54,City Center,98,77,Clear,None,118,124.87
2025-10-24 09:29:54,Suburbs,93,99,Foggy,Festival,141,141.0
2025-10-29 08:32:54,Suburbs,43,47,Clear,None,127,127.0
2025-11-12 03:49:54,Suburbs,49,53,Clear,None,135,135.0
2025-11-06 11:48:54,Suburbs,49,37,Foggy,None,144,158.32
2025-11-04 09:21:54,Suburbs,52,42,Clear,None,109,112.32
2025-11-08 12:35:54,City Center,110,78,Clear,None,111,129.67
2025-11-06 03:30:54,Tech Park,77,69,Rainy,None,136,163.2
2025-11-08 15:01:54,City Center,93,98,Clear,None,120,120.0
2025-11-05 08:52:54,Airport,75,80,Clear,None,108,108.0
2025-10-29 23:25:54,Mall,52,53,Clear,None,120,120.0
2025-10-31 07:45:54,City Center,76,83,Clear,None,139,139.0
2025-11-06 15:55:54,Tech Park,85,94,Clear,Sports,116,116.0
2025-11-06 09:50:54,Tech Park,112,116,Clear,None,146,146.0
2025-11-11 04:09:54,Mall,42,43,Clear,None,117,117.0
2025-11-21 07:25:54,City Center,78,79,Foggy,None,118,118.0
2025-10-27 01:54:54,Suburbs,50,55,Cloudy,None,112,112.0
2025-10-24 21:32:54,Tech Park,87,87,Cloudy,None,143,143.0
2025-11-11 21:55:54,Suburbs,59,68,Foggy,None,149,149.0
2025-11-09 12:12:54,Mall,74,36,Rainy,None,110,207.29
2025-11-11 00:17:54,Suburbs,76,38,Rainy,None,132,242.88
2025-11-13 10:50:54,City Center,64,53,Clear,None,132,132.8
2025-10-26 05:22:54,Tech Park,67,80,Clear,None,123,123.0
2025-11-03 03:23:54,Suburbs,50,59,Cloudy,None,104,104.0
2025-11-10 14:34:54,Suburbs,43,27,Clear,None,102,134.04
2025-11-08 07:42:54,Suburbs,62,40,Clear,None,137,175.36
2025-11-08 06:24:54,City Center,99,75,Clear,None,133,145.77
2025-11-03 20:31:54,Suburbs,79,72,Clear,None,101,101.0
2025-11-12 19:21:54,City Center,124,144,Clear,None,120,120.0
2025-11-16 05:56:54,Suburbs,81,60,Rainy,None,148,195.36
2025-10-23 15:59:54,Mall,43,51,Clear,None,116,116.0
2025-11-18 19:02:54,City Center,118,101,Clear,None,108,108.0
2025-11-09 14:30:54,Mall,64,46,Clear,None,138,159.12
2025-11-09 22:21:54,Tech Park,112,95,Clear,Concert,132,132.0
